Breaker Rating,Load,Length,Hot Wire Size,Ground Wire Size,Poles,Voltage,Load Percent,Baseline Hot Wire Size,Hot Upsize Steps,Test Point Type,Status / Notes,Configuration,Hot Wire Quantity,Ground Wire Quantity,Parallel Sets,Wire Material,Wire Temperature,Base Ampacity,Voltage Drop %
3500,3500.0,1,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,0.015163275114156799
3500,3500.0,25,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,0.37908187785392
3500,3500.0,50,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,0.75816375570784
3500,3500.0,75,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,1.13724563356176
3500,3500.0,100,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,1.51632751141568
3500,3500.0,125,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,1.8954093892695998
3500,3500.0,150,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,2.27449126712352
3500,3500.0,175,#700,#500,3,208.0,100,#700,0,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3680,2.6535731449774396
3500,3500.0,200,#750,#600,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,8,CU,75 C,3800,2.901505984369821
3500,3500.0,225,#750,#700,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,9,CU,75 C,4275,2.90150598436982
3500,3500.0,250,#750,#700,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,10,CU,75 C,4750,2.901505984369821
3500,3500.0,275,#750,#750,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,11,CU,75 C,5225,2.901505984369821
3500,3500.0,300,#750,#1000,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,12,CU,75 C,5700,2.901505984369821
3500,3500.0,325,#750,#1000,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,13,CU,75 C,6175,2.901505984369821
3500,3500.0,350,#750,#1000,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,14,CU,75 C,6650,2.901505984369821
3500,3500.0,375,#750,#500,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A),208 V / 3 pole,3,1,15,CU,75 C,7125,2.901505984369821
3500,3500.0,400,#750,#500,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A); MEDIUM: Calculated wire sets (16 sets) exceeds recommended maximum for breaker size 3500A.,208 V / 3 pole,3,1,16,CU,75 C,7600,2.901505984369821
3500,3500.0,425,#750,#500,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A); MEDIUM: Calculated wire sets (17 sets) exceeds recommended maximum for breaker size 3500A.,208 V / 3 pole,3,1,17,CU,75 C,8075,2.901505984369821
3500,3500.0,450,#750,#500,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A); MEDIUM: Calculated wire sets (18 sets) exceeds recommended maximum for breaker size 3500A.,208 V / 3 pole,3,1,18,CU,75 C,8550,2.90150598436982
3500,3500.0,475,#750,#500,3,208.0,100,#700,1,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A); MEDIUM: Calculated wire sets (19 sets) exceeds recommended maximum for breaker size 3500A.,208 V / 3 pole,3,1,19,CU,75 C,9025,2.901505984369821
3500,3500.0,500,#1000,#500,3,208.0,100,#700,3,Coarse,OK - HIGH: Circuit load current (3500.0A) is within 100.0% of User-specified breaker rating (3500A); MEDIUM: Calculated Hot Size #1000 exceeds recommended maximum for breaker size 3500A.; MEDIUM: Calculated wire sets (19 sets) exceeds recommended maximum for breaker size 3500A.,208 V / 3 pole,3,1,19,CU,75 C,10355,2.7802779456024846
3500,350.0,1,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.000758747407559809
3500,350.0,25,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.018968685188995225
3500,350.0,50,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.03793737037799045
3500,350.0,75,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.05690605556698567
3500,350.0,100,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.0758747407559809
3500,350.0,125,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.09484342594497612
3500,350.0,150,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.11381211113397134
3500,350.0,175,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.13278079632296658
3500,350.0,200,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.1517494815119618
3500,350.0,225,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.17071816670095702
3500,350.0,250,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.18968685188995224
3500,350.0,275,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.20865553707894746
3500,350.0,300,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.22762422226794268
3500,350.0,325,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.24659290745693788
3500,350.0,350,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.26556159264593315
3500,350.0,375,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.2845302778349283
3500,350.0,400,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3034989630239236
3500,350.0,425,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3224676482129188
3500,350.0,450,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.34143633340191404
3500,350.0,475,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.36040501859090923
3500,350.0,500,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3793737037799045
3500,350.0,525,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3983423889688998
3500,350.0,550,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.4173110741578949
3500,350.0,575,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.4362797593468902
3500,350.0,600,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.45524844453588537
3500,350.0,625,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.4742171297248806
3500,350.0,650,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.49318581491387575
3500,350.0,675,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.512154500102871
3500,350.0,700,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5311231852918663
3500,350.0,725,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5500918704808616
3500,350.0,750,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5690605556698566
3500,350.0,775,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5880292408588519
3500,350.0,800,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6069979260478472
3500,350.0,825,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6259666112368425
3500,350.0,850,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6449352964258376
3500,350.0,875,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6639039816148328
3500,350.0,900,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6828726668038281
3500,350.0,925,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7018413519928233
3500,350.0,950,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7208100371818185
3500,350.0,975,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7397787223708138
3500,350.0,1000,#700,#500,2,480.0,10,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.758747407559809
3500,700.0,1,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.001517494815119618
3500,700.0,25,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.03793737037799045
3500,700.0,50,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.0758747407559809
3500,700.0,75,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.11381211113397134
3500,700.0,100,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.1517494815119618
3500,700.0,125,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.18968685188995224
3500,700.0,150,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.22762422226794268
3500,700.0,175,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.26556159264593315
3500,700.0,200,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3034989630239236
3500,700.0,225,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.34143633340191404
3500,700.0,250,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3793737037799045
3500,700.0,275,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.4173110741578949
3500,700.0,300,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.45524844453588537
3500,700.0,325,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.49318581491387575
3500,700.0,350,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5311231852918663
3500,700.0,375,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5690605556698566
3500,700.0,400,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6069979260478472
3500,700.0,425,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6449352964258376
3500,700.0,450,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6828726668038281
3500,700.0,475,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7208100371818185
3500,700.0,500,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.758747407559809
3500,700.0,525,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7966847779377996
3500,700.0,550,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.8346221483157898
3500,700.0,575,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.8725595186937803
3500,700.0,600,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9104968890717707
3500,700.0,625,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9484342594497612
3500,700.0,650,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9863716298277515
3500,700.0,675,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.024309000205742
3500,700.0,700,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.0622463705837326
3500,700.0,725,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1001837409617232
3500,700.0,750,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1381211113397132
3500,700.0,775,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1760584817177038
3500,700.0,800,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.2139958520956944
3500,700.0,825,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.251933222473685
3500,700.0,850,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.2898705928516752
3500,700.0,875,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.3278079632296655
3500,700.0,900,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.3657453336076562
3500,700.0,925,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.4036827039856465
3500,700.0,950,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.441620074363637
3500,700.0,975,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.4795574447416275
3500,700.0,1000,#700,#500,2,480.0,20,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.517494815119618
3500,1050.0,1,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.002276242222679427
3500,1050.0,25,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.056906055566985685
3500,1050.0,50,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.11381211113397137
3500,1050.0,75,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.17071816670095702
3500,1050.0,100,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.22762422226794274
3500,1050.0,125,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.28453027783492835
3500,1050.0,150,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.34143633340191404
3500,1050.0,175,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3983423889688998
3500,1050.0,200,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.4552484445358855
3500,1050.0,225,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5121545001028711
3500,1050.0,250,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5690605556698567
3500,1050.0,275,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6259666112368425
3500,1050.0,300,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6828726668038281
3500,1050.0,325,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7397787223708138
3500,1050.0,350,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.7966847779377996
3500,1050.0,375,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.8535908335047853
3500,1050.0,400,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.910496889071771
3500,1050.0,425,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9674029446387564
3500,1050.0,450,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.0243090002057422
3500,1050.0,475,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.0812150557727278
3500,1050.0,500,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1381211113397134
3500,1050.0,525,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1950271669066992
3500,1050.0,550,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.251933222473685
3500,1050.0,575,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.3088392780406706
3500,1050.0,600,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.3657453336076562
3500,1050.0,625,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.422651389174642
3500,1050.0,650,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.4795574447416275
3500,1050.0,675,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.5364635003086131
3500,1050.0,700,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.5933695558755991
3500,1050.0,725,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.6502756114425845
3500,1050.0,750,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.7071816670095705
3500,1050.0,775,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.764087722576556
3500,1050.0,800,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.820993778143542
3500,1050.0,825,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.8778998337105273
3500,1050.0,850,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.9348058892775128
3500,1050.0,875,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.9917119448444986
3500,1050.0,900,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.0486180004114845
3500,1050.0,925,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.1055240559784703
3500,1050.0,950,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.1624301115454556
3500,1050.0,975,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.219336167112441
3500,1050.0,1000,#700,#500,2,480.0,30,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.2762422226794268
3500,1400.0,1,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.003034989630239236
3500,1400.0,25,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.0758747407559809
3500,1400.0,50,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.1517494815119618
3500,1400.0,75,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.22762422226794268
3500,1400.0,100,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3034989630239236
3500,1400.0,125,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.3793737037799045
3500,1400.0,150,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.45524844453588537
3500,1400.0,175,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.5311231852918663
3500,1400.0,200,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6069979260478472
3500,1400.0,225,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.6828726668038281
3500,1400.0,250,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.758747407559809
3500,1400.0,275,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.8346221483157898
3500,1400.0,300,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9104968890717707
3500,1400.0,325,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,0.9863716298277515
3500,1400.0,350,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.0622463705837326
3500,1400.0,375,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.1381211113397132
3500,1400.0,400,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.2139958520956944
3500,1400.0,425,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.2898705928516752
3500,1400.0,450,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.3657453336076562
3500,1400.0,475,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.441620074363637
3500,1400.0,500,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.517494815119618
3500,1400.0,525,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.5933695558755991
3500,1400.0,550,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.6692442966315797
3500,1400.0,575,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.7451190373875607
3500,1400.0,600,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.8209937781435415
3500,1400.0,625,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.8968685188995225
3500,1400.0,650,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,1.972743259655503
3500,1400.0,675,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.048618000411484
3500,1400.0,700,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.1244927411674652
3500,1400.0,725,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.2003674819234464
3500,1400.0,750,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.2762422226794263
3500,1400.0,775,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.3521169634354075
3500,1400.0,800,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.4279917041913888
3500,1400.0,825,#700,#500,2,480.0,40,#700,0,Coarse,OK,480 V / 2 pole,2,1,8,CU,75 C,3680,2.50386644494737
